"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2024-01-01T12:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T12:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",273.1,"provisorisch"
"2024-01-01T12:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",248.13,"provisorisch"
"2024-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.12,"provisorisch"
"2024-01-01T12:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.24,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.34,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",67.41,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.27,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","WD","h1","°",122.9,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.12,"provisorisch"
"2024-01-01T12:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.16,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.38,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",59.59,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.92,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","WD","h1","°",217.34,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",1.19,"provisorisch"
"2024-01-01T12:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.3,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",8.2,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",58.37,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.73,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",173.02,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",255.04,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",4.68,"provisorisch"
"2024-01-01T13:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",4.83,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","T","h1","°C",8.28,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",68.03,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.24,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",1.47,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","WD","h1","°",137.33,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.21,"provisorisch"
"2024-01-01T13:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.09,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","T","h1","°C",8.43,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",59.09,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.9,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",2.43,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","WD","h1","°",219.26,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.91,"provisorisch"
"2024-01-01T13:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",1.08,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.43,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",67.86,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.58,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",5.73,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",74.98,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",265.88,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.86,"provisorisch"
"2024-01-01T14:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.05,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.68,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",75.63,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.14,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","WD","h1","°",91.58,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.11,"provisorisch"
"2024-01-01T14:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.9,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.37,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",69.43,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.78,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",2.7,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","WD","h1","°",216.88,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.8,"provisorisch"
"2024-01-01T14:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.96,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.17,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.1,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.72,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",2.52,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",67.4,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",262.95,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.29,"provisorisch"
"2024-01-01T15:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.44,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.44,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",76.95,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.26,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0.85,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","WD","h1","°",30.18,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.17,"provisorisch"
"2024-01-01T15:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.77,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.25,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",68.98,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.9,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",2.85,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","WD","h1","°",220.05,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.77,"provisorisch"
"2024-01-01T15:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.9,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",7.07,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",68.59,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.9,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",19.47,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",248.48,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.09,"provisorisch"
"2024-01-01T16:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.18,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.32,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",77.74,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.48,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","WD","h1","°",138.57,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.22,"provisorisch"
"2024-01-01T16:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.72,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","T","h1","°C",7.2,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",70.46,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",964.16,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","WD","h1","°",214.41,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.49,"provisorisch"
"2024-01-01T16:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.54,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.77,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.44,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.57,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",227.88,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.17,"provisorisch"
"2024-01-01T17:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.66,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.09,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.3,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","p","h1","hPa",967.08,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","WD","h1","°",147.39,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.59,"provisorisch"
"2024-01-01T17:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.91,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","T","h1","°C",6.47,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",72.9,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",964.84,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","WD","h1","°",137.6,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.18,"provisorisch"
"2024-01-01T17:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.32,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.68,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",69.39,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.74,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",225.01,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.74,"provisorisch"
"2024-01-01T18:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",1.92,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","T","h1","°C",7.01,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.19,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","p","h1","hPa",967.26,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","WD","h1","°",145.87,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.4,"provisorisch"
"2024-01-01T18:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.86,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.65,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.59,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",965.03,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","WD","h1","°",97.06,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.2,"provisorisch"
"2024-01-01T18:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.25,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.87,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",67.66,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.78,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",191.99,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",1.98,"provisorisch"
"2024-01-01T19:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.13,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","T","h1","°C",6.88,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",78.2,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","p","h1","hPa",967.25,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","WD","h1","°",147.77,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.32,"provisorisch"
"2024-01-01T19:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.76,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.65,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",77.05,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",965.15,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","WD","h1","°",103.33,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.16,"provisorisch"
"2024-01-01T19:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.3,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",6.38,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",74.76,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.72,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",159.7,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",2.55,"provisorisch"
"2024-01-01T20:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",2.6,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.91,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",84.91,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","p","h1","hPa",967.28,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","WD","h1","°",144.34,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.56,"provisorisch"
"2024-01-01T20:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.69,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.52,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",79.3,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",965.1,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","WD","h1","°",NA,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",NA,"provisorisch"
"2024-01-01T20:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.17,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.96,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",76.58,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",964.57,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",156.87,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.07,"provisorisch"
"2024-01-01T21:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.11,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.63,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",87.8,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","p","h1","hPa",967.18,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","WD","h1","°",149.46,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.34,"provisorisch"
"2024-01-01T21:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",0.84,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.36,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",81.98,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",964.92,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","WD","h1","°",188.02,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.03,"provisorisch"
"2024-01-01T21:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.37,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.52,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.28,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.5,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.01,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",163.81,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.28,"provisorisch"
"2024-01-01T22:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.32,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","T","h1","°C",5.03,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",90.49,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","p","h1","hPa",966.14,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","WD","h1","°",152.03,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.29,"provisorisch"
"2024-01-01T22:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.05,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.37,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",80.58,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.85,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","WD","h1","°",112.34,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","WVv","h1","m/s",0.16,"provisorisch"
"2024-01-01T22:00+0100","Zch_Rosengartenstrasse","WVs","h1","m/s",0.4,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","T","h1","°C",5.27,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","Hr","h1","%Hr",77.89,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","p","h1","hPa",963.11,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","StrGlo","h1","W/m2",0.02,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","WD","h1","°",165.82,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","WVv","h1","m/s",3.2,"provisorisch"
"2024-01-01T23:00+0100","Zch_Stampfenbachstrasse","WVs","h1","m/s",3.26,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","T","h1","°C",4.82,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","Hr","h1","%Hr",90.66,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","p","h1","hPa",965.73,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","WD","h1","°",152.56,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","WVv","h1","m/s",0.64,"provisorisch"
"2024-01-01T23:00+0100","Zch_Schimmelstrasse","WVs","h1","m/s",1.14,"provisorisch"
"2024-01-01T23:00+0100","Zch_Rosengartenstrasse","T","h1","°C",5.02,"provisorisch"
"2024-01-01T23:00+0100","Zch_Rosengartenstrasse","Hr","h1","%Hr",78.39,"provisorisch"
"2024-01-01T23:00+0100","Zch_Rosengartenstrasse","p","h1","hPa",963.46,"provisorisch"
"2024-01-01T23:00+0100","Zch_Rosengartenstrasse","RainDur","h1","min",0,"provisorisch"
"2024-01-01T23:00+0100","Zch_Rosengartenstrasse","WD","h1","°",109.75,"provisorisch"
